order_id,order_date,product_id,product_name,category,price,quantity,channel,city,customer_id,stock_available,sales,stock_status,total_sales
75,15/01/2022,1031,Watch,Clothing,2877.19,1,App,Mumbai,5971,435,2877.19,Overstock,2877.19
76,06/03/2022,1040,Phone,Home,4610.76,2,Store,Delhi,5162,39,9221.52,Understock,9221.52
77,05/06/2023,1035,Shirt,Home,759.17,3,App,Mumbai,6305,30,2277.51,Understock,2277.5099999999998
78,10/10/2023,1035,Bag,Electronics,1301.24,1,App,Delhi,5328,438,1301.24,Overstock,1301.24
79,22/12/2024,1086,Laptop,Home,1604.09,1,Store,Mumbai,5463,121,1604.09,Optimal,1604.09
80,16/08/2023,1065,Shirt,Clothing,142.52,4,App,Delhi,6210,70,570.08,Optimal,570.08
81,27/01/2023,1009,Laptop,Sports,1916.28,3,App,Delhi,6013,58,5748.84,Optimal,5748.84
82,23/02/2023,1069,Sofa,Sports,887.23,2,Online,Bangalore,6614,452,1774.46,Overstock,1774.46
83,16/10/2022,1071,Shoes,Clothing,3650.67,2,App,Mumbai,6619,159,7301.34,Optimal,7301.34
84,14/01/2023,1078,Phone,Clothing,2133.27,3,Store,Hyderabad,5386,28,6399.81,Understock,6399.8099999999995
85,19/08/2022,1092,Shirt,Home,3551.85,1,App,Hyderabad,5644,189,3551.85,Optimal,3551.85
86,14/10/2024,1062,Sofa,Home,1538.9,2,Online,Bangalore,6447,278,3077.8,Optimal,3077.8
87,10/02/2022,1091,Shirt,Electronics,746.4,1,Online,Bangalore,5694,101,746.4,Optimal,746.4
88,17/11/2024,1021,Watch,Sports,746.75,4,Online,Mumbai,5076,199,2987.0,Optimal,2987.0
89,15/05/2022,1097,Laptop,Electronics,1095.99,2,Store,Mumbai,5431,208,2191.98,Optimal,2191.98
90,20/07/2022,1019,Phone,Clothing,664.56,1,Online,Hyderabad,5234,479,664.56,Overstock,664.56
91,19/02/2024,1032,Watch,Clothing,1180.68,2,App,Hyderabad,5988,104,2361.36,Optimal,2361.36
92,18/07/2024,1014,Laptop,Electronics,2937.27,1,App,Bangalore,6773,495,2937.27,Overstock,2937.27
93,22/11/2024,1006,Watch,Electronics,1356.05,4,App,Bangalore,6478,377,5424.2,Overstock,5424.2
94,07/12/2024,1087,Laptop,Sports,1780.44,4,App,Mumbai,5948,230,7121.76,Optimal,7121.76
95,18/05/2023,1089,Bag,Clothing,358.4,4,Store,Delhi,6479,219,1433.6,Optimal,1433.6
96,11/02/2023,1049,Laptop,Electronics,4471.82,1,Store,Delhi,6783,83,4471.82,Optimal,4471.82
97,15/03/2024,1009,Watch,Sports,776.99,2,App,Hyderabad,5410,209,1553.98,Optimal,1553.98
98,09/04/2022,1078,Sofa,Home,1808.46,2,App,Delhi,5328,142,3616.92,Optimal,3616.92
99,15/11/2023,1036,Phone,Home,1959.45,1,Online,Bangalore,6375,294,1959.45,Optimal,1959.45
100,27/12/2023,1058,Shoes,Sports,3883.42,4,Store,Delhi,6260,39,15533.68,Understock,15533.68
101,18/08/2024,1087,Bag,Electronics,2469.36,4,App,Mumbai,5675,389,9877.44,Overstock,9877.44
102,05/09/2023,1074,Bag,Sports,1976.49,3,Online,Bangalore,5035,164,5929.47,Optimal,5929.47
103,05/10/2023,1062,Bag,Sports,3509.79,1,Store,Mumbai,5741,482,3509.79,Overstock,3509.79
104,25/10/2024,1020,Shirt,Electronics,3025.37,4,App,Bangalore,5747,272,12101.48,Optimal,12101.48
105,18/05/2023,1078,Bag,Home,482.86,3,Online,Delhi,5038,434,1448.58,Overstock,1448.58
106,06/02/2024,1078,Headphones,Sports,1632.23,4,Store,Mumbai,6482,397,6528.92,Overstock,6528.92
107,02/02/2023,1036,Laptop,Home,4895.18,2,Store,Bangalore,6848,227,9790.36,Optimal,9790.36
108,20/05/2024,1044,Bag,Sports,2468.34,3,Store,Bangalore,5163,391,7405.02,Overstock,7405.02
109,05/03/2024,1013,Phone,Clothing,2178.55,1,App,Hyderabad,6137,362,2178.55,Overstock,2178.55
110,28/01/2023,1042,Shirt,Electronics,834.61,2,Store,Bangalore,6542,71,1669.22,Optimal,1669.22
111,26/07/2022,1084,Phone,Home,4211.44,2,App,Mumbai,6638,216,8422.88,Optimal,8422.88
112,04/11/2024,1083,Watch,Electronics,753.21,3,App,Delhi,5148,177,2259.63,Optimal,2259.63
113,10/06/2024,1032,Shirt,Home,614.91,2,Store,Delhi,5782,160,1229.82,Optimal,1229.82
114,13/05/2024,1002,Phone,Home,2251.1,3,App,Hyderabad,6837,430,6753.3,Overstock,6753.299999999999
115,13/01/2024,1086,Shoes,Electronics,2239.57,1,App,Bangalore,5087,250,2239.57,Optimal,2239.57
116,18/07/2023,1043,Headphones,Sports,4909.2,4,Online,Mumbai,5942,284,19636.8,Optimal,19636.8
117,17/10/2024,1086,Phone,Sports,724.91,2,Store,Hyderabad,6210,275,1449.82,Optimal,1449.82
118,06/04/2022,1090,Headphones,Clothing,2470.75,1,Online,Bangalore,6980,431,2470.75,Overstock,2470.75
119,30/04/2023,1034,Phone,Home,1086.1,4,Online,Bangalore,5680,143,4344.4,Optimal,4344.4
120,19/08/2022,1024,Headphones,Electronics,3538.64,3,Store,Mumbai,6333,438,10615.92,Overstock,10615.92
121,19/01/2024,1095,Laptop,Home,2019.27,3,App,Hyderabad,6558,236,6057.81,Optimal,6057.8099999999995
122,25/06/2023,1085,Headphones,Sports,3277.49,1,Online,Hyderabad,6864,399,3277.49,Overstock,3277.49
123,25/11/2024,1007,Headphones,Electronics,1758.21,4,App,Delhi,6803,258,7032.84,Optimal,7032.84
124,09/06/2023,1061,Laptop,Electronics,2866.28,3,App,Hyderabad,6159,24,8598.84,Understock,8598.84
125,01/08/2023,1017,Laptop,Home,2398.77,4,Online,Delhi,6941,420,9595.08,Overstock,9595.08
126,13/11/2023,1091,Watch,Clothing,1934.39,3,App,Hyderabad,5305,129,5803.17,Optimal,5803.17
127,11/07/2023,1027,Headphones,Sports,2733.87,4,Store,Bangalore,5238,258,10935.48,Optimal,10935.48
128,09/10/2024,1074,Phone,Sports,1980.61,1,Online,Mumbai,6313,363,1980.61,Overstock,1980.61
129,08/10/2023,1011,Bag,Home,4049.49,1,App,Hyderabad,5339,325,4049.49,Overstock,4049.49
130,06/03/2024,1063,Shoes,Home,2526.66,2,Online,Bangalore,5874,335,5053.32,Overstock,5053.32
131,17/11/2024,1001,Shirt,Clothing,4525.32,2,Online,Hyderabad,5351,190,9050.64,Optimal,9050.64
132,09/07/2022,1058,Bag,Sports,1191.74,1,Store,Delhi,6420,351,1191.74,Overstock,1191.74
133,25/09/2023,1036,Laptop,Clothing,649.41,2,App,Bangalore,6510,314,1298.82,Overstock,1298.82
134,20/09/2023,1003,Sofa,Electronics,1966.74,3,Store,Delhi,5019,58,5900.22,Optimal,5900.22
135,30/08/2024,1040,Phone,Electronics,999.93,2,Online,Hyderabad,6415,438,1999.86,Overstock,1999.86
136,11/12/2023,1044,Shoes,Clothing,2026.29,2,App,Bangalore,6861,285,4052.58,Optimal,4052.58
137,11/10/2023,1033,Shoes,Clothing,1116.31,4,Online,Delhi,5610,95,4465.24,Optimal,4465.24
138,14/11/2022,1086,Laptop,Home,4354.26,3,App,Hyderabad,5224,159,13062.78,Optimal,13062.78
139,15/11/2023,1012,Watch,Sports,2882.73,1,Store,Mumbai,6688,217,2882.73,Optimal,2882.73
140,26/10/2023,1006,Laptop,Sports,2538.19,3,Online,Mumbai,6933,360,7614.57,Overstock,7614.57
141,18/03/2023,1031,Watch,Sports,3959.95,4,App,Mumbai,6639,490,15839.8,Overstock,15839.8
142,18/07/2023,1022,Bag,Clothing,738.8,2,Store,Mumbai,5442,399,1477.6,Overstock,1477.6
143,09/08/2024,1048,Sofa,Home,4299.37,3,Store,Bangalore,6842,228,12898.11,Optimal,12898.11
144,30/11/2023,1071,Sofa,Home,2468.19,4,Online,Mumbai,5180,468,9872.76,Overstock,9872.76
145,23/04/2022,1046,Laptop,Home,768.52,1,Store,Delhi,5143,469,768.52,Overstock,768.52
146,02/01/2022,1036,Shirt,Clothing,4115.12,2,App,Delhi,6909,420,8230.24,Overstock,8230.24
147,04/10/2023,1097,Bag,Clothing,2357.8,4,Online,Hyderabad,5869,332,9431.2,Overstock,9431.2
148,08/08/2022,1047,Headphones,Home,3062.54,4,Online,Mumbai,6768,8,12250.16,Understock,12250.16
149,04/05/2024,1028,Laptop,Clothing,4478.68,4,App,Mumbai,6779,312,17914.72,Overstock,17914.72
150,20/01/2023,1036,Laptop,Electronics,4464.39,1,Store,Delhi,5101,324,4464.39,Overstock,4464.39
151,12/12/2024,1022,Bag,Sports,4474.81,1,App,Delhi,6346,191,4474.81,Optimal,4474.81
152,31/12/2023,1037,Shoes,Sports,2142.9,4,App,Bangalore,6573,475,8571.6,Overstock,8571.6
153,04/09/2022,1092,Laptop,Sports,3773.07,3,Online,Hyderabad,6993,48,11319.21,Understock,11319.210000000001
154,15/04/2024,1043,Laptop,Electronics,1243.03,1,Online,Bangalore,5940,406,1243.03,Overstock,1243.03
155,22/07/2022,1004,Laptop,Home,4172.77,3,App,Bangalore,6248,446,12518.31,Overstock,12518.310000000001
156,03/05/2022,1051,Shirt,Sports,1774.44,3,Store,Mumbai,5143,346,5323.32,Overstock,5323.32
157,05/02/2023,1039,Shoes,Clothing,2373.17,4,Online,Delhi,5350,168,9492.68,Optimal,9492.68
158,06/02/2024,1010,Phone,Electronics,4467.82,4,App,Hyderabad,6387,301,17871.28,Overstock,17871.28
159,21/10/2022,1077,Bag,Home,4048.13,2,Online,Hyderabad,5748,195,8096.26,Optimal,8096.26
160,07/10/2022,1001,Phone,Electronics,4767.3,1,Store,Bangalore,6176,176,4767.3,Optimal,4767.3
161,02/06/2024,1034,Phone,Sports,1881.02,1,Online,Bangalore,6869,16,1881.02,Understock,1881.02
162,17/07/2022,1044,Phone,Home,840.32,1,Store,Hyderabad,6331,119,840.32,Optimal,840.32
163,08/09/2024,1048,Shoes,Sports,4561.01,4,Store,Delhi,5618,466,18244.04,Overstock,18244.04
164,22/01/2024,1034,Laptop,Home,2516.46,1,App,Delhi,6837,257,2516.46,Optimal,2516.46
165,24/05/2022,1091,Phone,Sports,4458.06,4,App,Bangalore,5889,453,17832.24,Overstock,17832.24
166,01/09/2023,1071,Bag,Home,3687.16,1,Store,Hyderabad,5775,65,3687.16,Optimal,3687.16
167,06/07/2022,1031,Laptop,Electronics,4386.53,3,Online,Delhi,5456,83,13159.59,Optimal,13159.59
168,09/04/2023,1067,Headphones,Home,3308.14,4,App,Hyderabad,6975,137,13232.56,Optimal,13232.56
169,22/10/2023,1070,Headphones,Home,4080.62,2,Store,Delhi,5780,75,8161.24,Optimal,8161.24
170,03/02/2024,1038,Phone,Electronics,689.65,2,Online,Delhi,6869,352,1379.3,Overstock,1379.3
171,12/08/2024,1047,Shirt,Home,4844.64,1,Online,Hyderabad,6982,327,4844.64,Overstock,4844.64
172,07/02/2023,1090,Bag,Electronics,986.8,3,App,Bangalore,5270,135,2960.4,Optimal,2960.3999999999996
173,27/05/2022,1036,Laptop,Sports,220.06,3,Online,Bangalore,5308,296,660.18,Optimal,660.1800000000001
174,13/05/2024,1059,Shoes,Sports,2700.96,1,App,Hyderabad,6846,218,2700.96,Optimal,2700.96
175,04/05/2023,1080,Watch,Sports,3588.37,2,Online,Delhi,6011,339,7176.74,Overstock,7176.74
176,17/07/2024,1073,Shirt,Home,3610.45,1,Online,Bangalore,5260,352,3610.45,Overstock,3610.45
177,05/07/2023,1003,Bag,Clothing,1762.24,3,Store,Mumbai,5509,37,5286.72,Understock,5286.72
178,04/12/2022,1022,Watch,Clothing,3793.78,1,Online,Mumbai,6830,345,3793.78,Overstock,3793.78
179,21/05/2024,1013,Shirt,Sports,4228.54,1,Online,Bangalore,5524,371,4228.54,Overstock,4228.54
180,03/10/2023,1004,Shoes,Electronics,3089.06,1,Online,Delhi,5322,464,3089.06,Overstock,3089.06
181,18/04/2023,1065,Shirt,Home,1991.36,3,App,Mumbai,6632,244,5974.08,Optimal,5974.08
182,31/05/2022,1023,Headphones,Electronics,3106.52,2,Store,Bangalore,5018,457,6213.04,Overstock,6213.04
183,20/09/2022,1017,Laptop,Home,4324.93,4,Store,Mumbai,6438,67,17299.72,Optimal,17299.72
184,24/05/2022,1026,Sofa,Electronics,4512.31,1,Online,Bangalore,6119,288,4512.31,Optimal,4512.31
185,12/12/2022,1023,Sofa,Sports,254.43,4,Store,Bangalore,5820,150,1017.72,Optimal,1017.72
186,16/09/2023,1028,Phone,Clothing,699.75,4,Online,Hyderabad,5577,185,2799.0,Optimal,2799.0
187,13/10/2024,1010,Headphones,Electronics,122.12,2,App,Bangalore,5120,337,244.24,Overstock,244.24
188,30/05/2024,1017,Phone,Sports,2512.97,2,Online,Bangalore,6231,341,5025.94,Overstock,5025.94
189,02/01/2022,1003,Laptop,Clothing,2238.32,3,Online,Delhi,6393,113,6714.96,Optimal,6714.960000000001
190,15/06/2024,1032,Shoes,Clothing,2774.43,4,Online,Hyderabad,6407,244,11097.72,Optimal,11097.72
191,11/09/2022,1077,Laptop,Clothing,3449.87,4,Online,Delhi,6284,369,13799.48,Overstock,13799.48
192,29/03/2023,1041,Phone,Electronics,1892.34,1,App,Bangalore,5357,472,1892.34,Overstock,1892.34
193,26/11/2024,1031,Shirt,Electronics,1122.03,1,Store,Delhi,6437,112,1122.03,Optimal,1122.03
194,11/10/2024,1050,Watch,Clothing,2034.62,2,Online,Bangalore,5048,465,4069.24,Overstock,4069.24
195,09/01/2022,1003,Headphones,Electronics,144.15,2,Store,Delhi,5057,319,288.3,Overstock,288.3
196,26/03/2024,1019,Laptop,Sports,4164.29,2,Online,Mumbai,6425,39,8328.58,Understock,8328.58
197,27/07/2022,1084,Laptop,Home,1980.26,3,Store,Mumbai,6443,222,5940.78,Optimal,5940.78
198,08/02/2023,1066,Shoes,Clothing,3151.66,4,App,Bangalore,5104,172,12606.64,Optimal,12606.64
199,01/06/2022,1088,Phone,Home,1691.16,3,Store,Hyderabad,6789,360,5073.48,Overstock,5073.4800000000005
200,23/02/2022,1067,Bag,Clothing,3112.58,4,Store,Hyderabad,5805,384,12450.32,Overstock,12450.32
201,20/09/2023,1061,Laptop,Home,2748.13,2,App,Mumbai,6841,207,5496.26,Optimal,5496.26
202,10/08/2023,1057,Shirt,Clothing,1121.94,3,Store,Delhi,6840,441,3365.82,Overstock,3365.82
203,14/04/2022,1046,Watch,Sports,3164.09,3,Online,Bangalore,5923,171,9492.27,Optimal,9492.27
204,11/09/2022,1074,Shirt,Clothing,637.15,4,Online,Mumbai,6591,418,2548.6,Overstock,2548.6
205,25/05/2023,1079,Sofa,Sports,2457.32,4,App,Delhi,5160,191,9829.28,Optimal,9829.28
206,09/04/2022,1058,Phone,Clothing,3627.4,3,App,Hyderabad,5897,479,10882.2,Overstock,10882.2
207,02/06/2022,1099,Shirt,Electronics,2790.41,1,App,Hyderabad,6537,371,2790.41,Overstock,2790.41
208,02/07/2024,1005,Shoes,Home,3756.73,4,Online,Delhi,6183,52,15026.92,Optimal,15026.92
209,27/05/2024,1094,Watch,Sports,1438.5,4,Store,Hyderabad,5523,144,5754.0,Optimal,5754.0
210,04/12/2022,1039,Phone,Clothing,339.21,3,App,Mumbai,6574,236,1017.63,Optimal,1017.6299999999999
211,01/04/2024,1076,Shirt,Electronics,374.25,2,Online,Hyderabad,5562,458,748.5,Overstock,748.5
212,14/08/2024,1022,Laptop,Clothing,1416.75,1,Store,Bangalore,5645,396,1416.75,Overstock,1416.75
213,10/06/2022,1051,Phone,Home,2097.57,2,Online,Hyderabad,6038,68,4195.14,Optimal,4195.14
214,11/03/2024,1003,Shirt,Clothing,2733.78,3,Store,Hyderabad,6247,74,8201.34,Optimal,8201.34
215,02/02/2023,1036,Bag,Electronics,3812.54,2,App,Hyderabad,6838,342,7625.08,Overstock,7625.08
216,26/03/2024,1041,Headphones,Clothing,4214.09,2,App,Delhi,5300,272,8428.18,Optimal,8428.18
217,05/02/2023,1043,Laptop,Clothing,3499.04,3,Online,Bangalore,5812,98,10497.12,Optimal,10497.119999999999
218,02/10/2023,1096,Sofa,Sports,2369.72,4,Store,Mumbai,5270,423,9478.88,Overstock,9478.88
219,22/11/2024,1041,Watch,Sports,1395.99,2,Online,Hyderabad,5777,335,2791.98,Overstock,2791.98
220,19/11/2023,1028,Phone,Clothing,2196.23,3,Store,Delhi,5846,467,6588.69,Overstock,6588.6900000000005
221,05/04/2023,1018,Phone,Clothing,1439.64,3,Online,Delhi,6126,289,4318.92,Optimal,4318.92
222,12/08/2024,1083,Shirt,Electronics,3159.87,3,Store,Hyderabad,5878,50,9479.61,Optimal,9479.61
223,15/04/2023,1031,Sofa,Clothing,4109.21,2,App,Delhi,6890,106,8218.42,Optimal,8218.42
224,11/11/2024,1043,Shoes,Home,2639.12,4,Online,Delhi,6291,438,10556.48,Overstock,10556.48
225,20/01/2024,1054,Shirt,Sports,324.61,2,Store,Delhi,5484,254,649.22,Optimal,649.22
226,07/02/2022,1079,Shirt,Home,4704.77,2,Online,Delhi,5290,214,9409.54,Optimal,9409.54
227,18/08/2022,1004,Shoes,Clothing,1541.99,1,Online,Delhi,5771,295,1541.99,Optimal,1541.99
228,17/07/2023,1045,Bag,Electronics,4581.1,2,Store,Mumbai,6673,390,9162.2,Overstock,9162.2
229,14/03/2023,1075,Shoes,Home,4084.03,3,Store,Delhi,6875,210,12252.09,Optimal,12252.09
230,27/01/2022,1044,Shoes,Clothing,2124.31,3,Online,Delhi,6194,289,6372.93,Optimal,6372.93
231,14/08/2022,1020,Watch,Sports,377.85,1,Online,Mumbai,6182,235,377.85,Optimal,377.85
232,08/03/2024,1077,Shoes,Clothing,4743.75,1,Store,Bangalore,6950,119,4743.75,Optimal,4743.75
233,11/10/2022,1021,Headphones,Sports,3329.36,1,App,Delhi,5414,419,3329.36,Overstock,3329.36
234,28/05/2024,1029,Shoes,Electronics,1323.3,1,Online,Delhi,6427,39,1323.3,Understock,1323.3
235,17/08/2024,1022,Laptop,Sports,2714.33,2,Online,Mumbai,5367,145,5428.66,Optimal,5428.66
236,29/03/2023,1004,Laptop,Clothing,3213.32,2,Store,Mumbai,5328,235,6426.64,Optimal,6426.64
237,16/10/2024,1062,Shoes,Electronics,1210.63,3,Online,Bangalore,6018,199,3631.89,Optimal,3631.8900000000003
238,26/03/2024,1092,Watch,Sports,558.35,2,App,Mumbai,5460,279,1116.7,Optimal,1116.7
239,21/10/2023,1058,Watch,Sports,1410.58,1,Online,Delhi,5932,110,1410.58,Optimal,1410.58
240,01/07/2023,1093,Sofa,Home,333.25,4,Online,Delhi,6913,233,1333.0,Optimal,1333.0
241,08/12/2024,1081,Watch,Sports,442.93,1,Online,Mumbai,6338,229,442.93,Optimal,442.93
242,17/01/2022,1051,Headphones,Clothing,867.27,1,App,Delhi,6000,158,867.27,Optimal,867.27
243,07/06/2022,1064,Headphones,Electronics,876.19,4,App,Delhi,5663,486,3504.76,Overstock,3504.76
244,22/04/2023,1038,Sofa,Clothing,1314.96,4,App,Hyderabad,6780,438,5259.84,Overstock,5259.84
245,05/12/2024,1080,Shoes,Sports,4693.4,1,Store,Mumbai,6112,498,4693.4,Overstock,4693.4
246,02/06/2023,1002,Watch,Clothing,2921.52,2,Store,Delhi,6786,208,5843.04,Optimal,5843.04
